
"04/06/2025","DIFUSION","Eliminado","5213","5213","","DAZNL4","","DAZN LALIGA 4","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/DAZNL4","","http://04daznliga-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"04/06/2025","DIFUSION","Eliminado","5372","5372","","DAZNL5","","DAZN LALIGA 5","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/DAZNL5","","http://05daznliga-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"06/06/2025","DIFUSION","Añadido","4565","","4565","","CHAP3","","M+ Liga de Campeones  4","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/CHAP3","","http://04campeones-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"06/06/2025","DIFUSION","Añadido","4568","","4568","","CHAP4","","M+ Liga de Campeones 5","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/CHAP4","","http://05campeones-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"10/06/2025","OTT","Eliminado","5252","5252","","MESPAÑ","","M+ Comedia Ñ","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MESPA%C3%91","","http://02popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"10/06/2025","DIFUSION","Modificado","5252","","","MESPAÑ","MCHAP","M+ Comedia Ñ","M+ Todo Chaplin","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MESPA%C3%91","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MCHAP","","","",""
"11/06/2025","OTT","Añadido","4565","","4565","","CHAP3","","M+ Liga de Campeones  4","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/CHAP3","","http://04campeones-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"11/06/2025","OTT","Añadido","4568","","4568","","CHAP4","","M+ Liga de Campeones 5","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/CHAP4","","http://05campeones-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"11/06/2025","OTT","Eliminado","4838","4838","","MLIGS6","","LALIGA TV HYPERMOTION 6","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS6","","http://6segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","OTT","Eliminado","5215","5215","","MLIGS7","","LALIGA TV HYPERMOTION 7","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS7","","http://7segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","OTT","Eliminado","5217","5217","","MLIGS4","","LALIGA TV HYPERMOTION 4","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS4","","http://4segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","OTT","Eliminado","5219","5219","","MLIGS5","","LALIGA TV HYPERMOTION 5","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS5","","http://5segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","OTT","Añadido","5252","","5252","","MCHAP","","M+ Todo Chaplin","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MCHAP","","http://02popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"11/06/2025","OTT","Eliminado","5272","5272","","ESP4K","","Eurosport 4K","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/ESP4K","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K",""
"11/06/2025","DIFUSION","Eliminado","4838","4838","","MLIGS6","","LALIGA TV HYPERMOTION 6","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS6","","http://6segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","DIFUSION","Eliminado","5215","5215","","MLIGS7","","LALIGA TV HYPERMOTION 7","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS7","","http://7segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","DIFUSION","Eliminado","5217","5217","","MLIGS4","","LALIGA TV HYPERMOTION 4","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS4","","http://4segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"11/06/2025","DIFUSION","Eliminado","5219","5219","","MLIGS5","","LALIGA TV HYPERMOTION 5","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGS5","","http://5segdiv-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"17/06/2025","DIFUSION","Eliminado","5272","5272","","ESP4K","","Eurosport 4K","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/ESP4K","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K",""
"17/06/2025","DIFUSION","Añadido","5313","","5313","","POPUHD","","M+ Wimbledon UHD","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/POPUHD","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K"
"25/06/2025","OTT","Eliminado","5077","5077","","MLIGUH","","M+ LALIGA TV UHD","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGUH","","http://uhdlaliga-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K",""
"27/06/2025","OTT","Añadido","5313","","5313","","POPUHD","","M+ Wimbledon UHD","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/POPUHD","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K"
"03/07/2025","OTT","Modificado","4577","","","","","GOL PLAY","GOL","","","","","",""
"03/07/2025","DIFUSION","Modificado","4577","","","","","GOL PLAY","GOL","","","","","",""
"08/07/2025","OTT","Eliminado","4955","4955","","MTHRI","","M+ Thriller","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MTHRI","","http://1popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"08/07/2025","OTT","Modificado","5252","","","","","M+ Todo Chaplin","M+ Wéstern","","","","","",""
"08/07/2025","DIFUSION","Modificado","4955","","","MTHRI","MVCIVA","M+ Thriller","M+ Vacaciones","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MTHRI","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MVCIVA","","","",""
"08/07/2025","DIFUSION","Modificado","5252","","","","","M+ Todo Chaplin","M+ Wéstern","","","","","",""
"09/07/2025","OTT","Añadido","4955","","4955","","MVCIVA","","M+ Vacaciones","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MVCIVA","","http://1popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"10/07/2025","OTT","Modificado","5333","","","","","Max Avances","HBO Max Avances","","","","","",""
"10/07/2025","DIFUSION","Modificado","5333","","","","","Max Avances","HBO Max Avances","","","","","",""
"15/07/2025","OTT","Eliminado","5252","5252","","MCHAP","","M+ Wéstern","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MCHAP","","http://02popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD",""
"15/07/2025","DIFUSION","Modificado","5252","","","MCHAP","MWEST","","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MCHAP","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MWEST","","","",""
"16/07/2025","OTT","Añadido","5252","","5252","","MWEST","","M+ Wéstern","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MWEST","","http://02popup-dash-movistarplus.emisiondof6.com/manifest.mpd","","HD"
"16/07/2025","OTT","Eliminado","5313","5313","","POPUHD","","M+ Wimbledon UHD","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/POPUHD","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K",""
"16/07/2025","DIFUSION","Eliminado","5313","5313","","POPUHD","","M+ Wimbledon UHD","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/POPUHD","","http://1eventuhd-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","4K",""
"17/07/2025","OTT","Modificado","5256","","","","","BBC World","BBC News","","","","","",""
"17/07/2025","DIFUSION","Modificado","5256","","","","","BBC World","BBC News","","","","","",""
"22/07/2025","OTT","Modificado","5256","","","","","","","","","","","SD","HD"
"22/07/2025","DIFUSION","Modificado","5077","","","","","","","","","","","4K","HD"
"22/07/2025","DIFUSION","Modificado","5256","","","","","","","","","","","SD","HD"
"22/07/2025","DIFUSION","Añadido","5474","","5474","","MLIUHD","","M+ LALIGA TV 2 HDR","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIUHD","","http://hdr2liga-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","HD"
"25/07/2025","DIFUSION","Modificado","5077","","","","","M+ LALIGA TV UHD","M+ LALIGA HDR","","","","","",""
"25/07/2025","DIFUSION","Modificado","5474","","","","","M+ LALIGA TV 2 HDR","M+ LALIGA 2 HDR","","","","","",""
"31/07/2025","OTT","Añadido","5077","","5077","","MLIGUH","","M+ LALIGA HDR","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIGUH","","http://uhdlaliga-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","HD"
"31/07/2025","OTT","Añadido","5474","","5474","","MLIUHD","","M+ LALIGA 2 HDR","","https://estatico.emisiondof6.com/recorte/m-NEONEGR/wpmarcaficha/MLIUHD","","http://hdr2liga-dash-movistarplus.emisiondof6.com/manifestuhd.mpd","","HD"
"08/08/2025","OTT","Modificado","4833","","","","","M+ LALIGA TV 2","M+ LALIGA 2","","","","","",""
"08/08/2025","OTT","Modificado","4834","","","","","M+ LALIGA TV 3","M+ LALIGA 3","","","","","",""
"08/08/2025","OTT","Modificado","4835","","","","","M+ LALIGA TV 4","M+ LALIGA 4","","","","","",""
